Lat,Lon,Importancia,Acidente,Teatro_Maritimo,Lat_original,Lon_original
37.08566666666667,-8.4425,8.0,1,Continente,37.08566666666667,-8.4425
38.68833333333333,-9.6,8.0,1,Continente,38.68833333333333,-9.6
40.919666666666664,-8.882666666666667,8.0,1,Continente,40.919666666666664,-8.882666666666667
36.67483333333333,-9.443166666666666,4.0,0,Continente,36.67483333333333,-9.443166666666666
40.27466666666667,-9.472666666666667,10.0,1,Continente,40.27466666666667,-9.472666666666667
40.27466666666667,-9.472666666666667,10.0,1,Continente,40.27466666666667,-9.472666666666667
37.086666666666666,-8.443333333333333,8.0,1,Continente,37.086666666666666,-8.443333333333333
37.62133333333333,-27.7195,8.0,1,Açores,37.62133333333333,-27.7195
40.807,-9.059166666666666,5.0,0,Continente,40.807,-9.059166666666666
37.73833333333333,-25.66,4.0,0,Açores,37.73833333333333,-25.66
37.060235052150155,-8.500127739974342,8.0,1,Continente,37.09845,-8.499983333333333
39.695,-9.193333333333333,8.0,1,Continente,39.695,-9.193333333333333
37.795,-8.996833333333333,8.0,1,Continente,37.795,-8.996833333333333
36.593333333333334,-8.568333333333333,4.0,0,Continente,36.593333333333334,-8.568333333333333
38.56333333333333,-28.263333333333332,8.0,1,Açores,38.56333333333333,-28.263333333333332
38.56333333333333,-28.263333333333332,8.0,1,Açores,38.56333333333333,-28.263333333333332
41.803333333333335,-9.125333333333334,4.0,0,Continente,41.803333333333335,-9.125333333333334
37.08716666666667,-8.4,10.0,1,Continente,37.08716666666667,-8.4
37.20045770155944,-8.98976606623855,10.0,1,Continente,37.2,-8.95
37.20045770155944,-8.98976606623855,10.0,1,Continente,37.2,-8.95
37.20045770155944,-8.98976606623855,10.0,1,Continente,37.2,-8.95
37.03333333333333,-25.308333333333334,5.0,0,Açores,37.03333333333333,-25.308333333333334
36.91166666666667,-7.9399999999999995,8.0,1,Continente,36.91166666666667,-7.9399999999999995
39.35,-9.688333333333333,5.0,0,Continente,39.35,-9.688333333333333
39.6243,-9.162783333333334,5.0,1,Continente,39.6243,-9.162783333333334
36.947833333333335,-7.9125,10.0,1,Continente,36.947833333333335,-7.9125
36.947833333333335,-7.9125,10.0,1,Continente,36.947833333333335,-7.9125
36.947833333333335,-7.9125,10.0,1,Continente,36.947833333333335,-7.9125
36.99268333333333,-8.936,5.0,0,Continente,36.99268333333333,-8.936
36.3075,-7.6395,8.0,1,Continente,36.3075,-7.6395
36.3075,-7.6395,8.0,1,Continente,36.3075,-7.6395
37.08716666666667,-8.404,8.0,1,Continente,37.08716666666667,-8.404
37.78666666666667,-9.095,8.0,1,Continente,37.78666666666667,-9.095
37.78666666666667,-9.095,8.0,1,Continente,37.78666666666667,-9.095
38.325833333333335,-9.3705,8.0,1,Continente,38.325833333333335,-9.3705
37.645,-25.336666666666666,4.0,0,Açores,37.645,-25.336666666666666
40.21666666666667,-9.486666666666666,10.0,1,Continente,40.21666666666667,-9.486666666666666
37.9895829691596,-8.9396567769211,4.0,1,Continente,38.00723333333333,-8.880616666666667
41.590333333333334,-8.905,5.0,1,Continente,41.590333333333334,-8.905
