Lat,Lon,Importancia,Acidente,Distancia_Costa_NM,Zona_Patrulha
37.085166666666666,-8.438833333333333,8.0,1,0.43860541334119124,1
40.952,-9.346333333333334,10.0,1,25.746919580293046,3
38.913383333333336,-9.760316666666666,4.0,0,13.175395444869629,2
37.836666666666666,-8.886666666666667,8.0,1,2.600810147677537,1
39.26,-9.951666666666666,5.0,0,24.511540206823963,3
40.31333333333333,-8.975,5.0,0,6.733596817110206,1
38.970166666666664,-9.7695,5.0,0,14.008776916525964,2
38.970166666666664,-9.7695,5.0,0,14.008776916525964,2
37.7695,-25.813833333333335,10.0,1,770.404156754653,6
36.88333333333333,-9.286166666666666,8.0,1,17.191325270159297,2
40.709,-9.7415,8.0,1,46.09059334321196,3
32.545,-17.154666666666667,8.0,1,484.506226945272,6
39.151833333333336,-9.710333333333333,8.0,1,12.558680159692534,2
37.0179,-9.113166666666666,5.0,0,6.76983046171259,1
37.09916666666667,-8.671666666666667,5.0,1,0.22624815114906466,1
40.31333333333333,-10.128333333333334,8.0,1,66.30175174840821,4
37.015,-8.14,8.0,1,2.7030708982651506,1
37.49166666666667,-30.221666666666668,10.0,1,979.6182599680895,6
37.49166666666667,-30.221666666666668,10.0,1,979.6182599680895,6
37.49066666666667,-9.701666666666666,4.0,0,36.85689394709397,3
40.89666666666667,-8.903333333333334,4.0,0,6.084067222232269,1
37.07216666666667,-8.2545,8.0,1,0.721622501800472,1
37.07216666666667,-8.2545,8.0,1,0.721622501800472,1
37.54833333333333,-9.785,4.0,0,41.05564498083913,3
36.712666666666664,-8.974833333333333,4.0,0,17.670082641875116,2
37.08566666666667,-8.4425,8.0,1,0.4185012848010225,1
38.68833333333333,-9.6,8.0,1,7.32949416898215,1
40.919666666666664,-8.882666666666667,8.0,1,5.014260786011039,1
36.67483333333333,-9.443166666666666,4.0,0,30.731706751761827,3
40.27466666666667,-9.472666666666667,10.0,1,29.059268891353362,3
40.27466666666667,-9.472666666666667,10.0,1,29.059268891353362,3
37.086666666666666,-8.443333333333333,8.0,1,0.3607875566072016,1
37.62133333333333,-27.7195,8.0,1,861.1188512234195,6
40.807,-9.059166666666666,5.0,0,13.672683362511515,2
37.73833333333333,-25.66,4.0,0,763.5172130270083,6
39.695,-9.193333333333333,8.0,1,7.150048496188243,1
37.795,-8.996833333333333,8.0,1,8.431585824768607,1
36.593333333333334,-8.568333333333333,4.0,0,30.276843776992248,3
38.56333333333333,-28.263333333333332,8.0,1,878.1881566922477,6
38.56333333333333,-28.263333333333332,8.0,1,878.1881566922477,6
41.803333333333335,-9.125333333333334,4.0,0,12.939995957964738,2
37.08716666666667,-8.4,10.0,1,0.21410539977748166,1
37.03333333333333,-25.308333333333334,5.0,0,755.3140102371334,6
36.91166666666667,-7.9399999999999995,8.0,1,6.402300231894449,1
39.35,-9.688333333333333,5.0,0,12.95274346122264,2
39.6243,-9.162783333333334,5.0,1,4.1052703348123485,1
36.947833333333335,-7.9125,10.0,1,4.2956338469025175,1
36.947833333333335,-7.9125,10.0,1,4.2956338469025175,1
36.947833333333335,-7.9125,10.0,1,4.2956338469025175,1
36.99268333333333,-8.936,5.0,0,0.9152966646221891,1
36.3075,-7.6395,8.0,1,45.02076182177109,3
36.3075,-7.6395,8.0,1,45.02076182177109,3
37.08716666666667,-8.404,8.0,1,0.22487799816738976,1
37.78666666666667,-9.095,8.0,1,13.071145448859049,2
37.78666666666667,-9.095,8.0,1,13.071145448859049,2
